date,year,month_num,month,hs_code,product,dairy_qty(Ton),dairy_value(K usd),dairy_price(usd/kg)
5/1/08,2008,5,May,0401,Milk Not Concentrate,17380,14,0.000806
5/1/08,2008,5,May,0402,Milk Concentrated,1907.4,6043,3.168187
5/1/08,2008,5,May,0403,Buttermilk,3.6,8,2.222222
5/1/08,2008,5,May,0404,"Whey, Natural Milk",3713.5,4221,1.136664
5/1/08,2008,5,May,0405,"Butter, Fats, Milk",29.9,92,3.076923
5/1/08,2008,5,May,0406,Cheese And Curd,289,1440,4.982699
6/1/08,2008,6,June,0401,Milk Not Concentrate,0,0,
6/1/08,2008,6,June,0402,Milk Concentrated,458.9,1211,2.638919
6/1/08,2008,6,June,0403,Buttermilk,25.1,53,2.111554
6/1/08,2008,6,June,0404,"Whey, Natural Milk",5316.7,5171,0.972596
6/1/08,2008,6,June,0405,"Butter, Fats, Milk",1.8,5,2.777778
6/1/08,2008,6,June,0406,Cheese And Curd,134,688,5.134328
7/1/08,2008,7,July,0401,Milk Not Concentrate,0,0,
7/1/08,2008,7,July,0402,Milk Concentrated,1135.4,4300,3.787212
7/1/08,2008,7,July,0403,Buttermilk,27.6,59,2.137681
7/1/08,2008,7,July,0404,"Whey, Natural Milk",7163.7,7990,1.115345
7/1/08,2008,7,July,0405,"Butter, Fats, Milk",23.9,69,2.887029
7/1/08,2008,7,July,0406,Cheese And Curd,165.7,864,5.214243
8/1/08,2008,8,August,0401,Milk Not Concentrate,0,0,
8/1/08,2008,8,August,0402,Milk Concentrated,786.8,1979,2.515252
8/1/08,2008,8,August,0403,Buttermilk,2.1,5,2.380952
8/1/08,2008,8,August,0404,"Whey, Natural Milk",7090.5,8055,1.136027
8/1/08,2008,8,August,0405,"Butter, Fats, Milk",0,0,
8/1/08,2008,8,August,0406,Cheese And Curd,197,987,5.010152
9/1/08,2008,9,September,0401,Milk Not Concentrate,25097,20,0.000797
9/1/08,2008,9,September,0402,Milk Concentrated,69.1,225,3.256151
9/1/08,2008,9,September,0403,Buttermilk,1.3,8,6.153846
9/1/08,2008,9,September,0404,"Whey, Natural Milk",6784.3,6775,0.998629
9/1/08,2008,9,September,0405,"Butter, Fats, Milk",5.4,16,2.962963
9/1/08,2008,9,September,0406,Cheese And Curd,241.6,1255,5.194536
10/1/08,2008,10,October,0401,Milk Not Concentrate,25097,20,0.000797
10/1/08,2008,10,October,0402,Milk Concentrated,145.1,369,2.543074
10/1/08,2008,10,October,0403,Buttermilk,1.3,46,35.384615
10/1/08,2008,10,October,0404,"Whey, Natural Milk",6995.2,5689,0.813272
10/1/08,2008,10,October,0405,"Butter, Fats, Milk",19.6,74,3.77551
10/1/08,2008,10,October,0406,Cheese And Curd,84.5,454,5.372781
11/1/08,2008,11,November,0401,Milk Not Concentrate,0,0,
11/1/08,2008,11,November,0402,Milk Concentrated,50.5,214,4.237624
11/1/08,2008,11,November,0403,Buttermilk,24.7,74,2.995951
11/1/08,2008,11,November,0404,"Whey, Natural Milk",8283.5,7378,0.890686
11/1/08,2008,11,November,0405,"Butter, Fats, Milk",9.7,40,4.123711
11/1/08,2008,11,November,0406,Cheese And Curd,175.4,848,4.834664
12/1/08,2008,12,December,0401,Milk Not Concentrate,2385,3,0.001258
12/1/08,2008,12,December,0402,Milk Concentrated,12.9,38,2.945736
12/1/08,2008,12,December,0403,Buttermilk,0,0,
12/1/08,2008,12,December,0404,"Whey, Natural Milk",6576.9,6028,0.916541
12/1/08,2008,12,December,0405,"Butter, Fats, Milk",7.6,22,2.894737
12/1/08,2008,12,December,0406,Cheese And Curd,118.4,477,4.028716
1/1/09,2009,1,January,0401,Milk Not Concentrate,0,0,
1/1/09,2009,1,January,0402,Milk Concentrated,1.1,3,2.727273
1/1/09,2009,1,January,0403,Buttermilk,27.3,63,2.307692
1/1/09,2009,1,January,0404,"Whey, Natural Milk",4089.8,3049,0.745513
1/1/09,2009,1,January,0405,"Butter, Fats, Milk",24.5,72,2.938776
1/1/09,2009,1,January,0406,Cheese And Curd,39.3,217,5.521628
2/1/09,2009,2,February,0401,Milk Not Concentrate,0,0,
2/1/09,2009,2,February,0402,Milk Concentrated,0,0,
2/1/09,2009,2,February,0403,Buttermilk,0.5,3,6
2/1/09,2009,2,February,0404,"Whey, Natural Milk",7174.4,4366,0.608553
2/1/09,2009,2,February,0405,"Butter, Fats, Milk",23.8,79,3.319328
2/1/09,2009,2,February,0406,Cheese And Curd,87.3,318,3.642612
3/1/09,2009,3,March,0401,Milk Not Concentrate,0,0,
3/1/09,2009,3,March,0402,Milk Concentrated,1.1,10,9.090909
3/1/09,2009,3,March,0403,Buttermilk,28.4,60,2.112676
3/1/09,2009,3,March,0404,"Whey, Natural Milk",11345,6738,0.593918
3/1/09,2009,3,March,0405,"Butter, Fats, Milk",3.5,10,2.857143
3/1/09,2009,3,March,0406,Cheese And Curd,129.2,462,3.575851
4/1/09,2009,4,April,0401,Milk Not Concentrate,0,0,
4/1/09,2009,4,April,0402,Milk Concentrated,399.5,713,1.784731
4/1/09,2009,4,April,0403,Buttermilk,0,8,inf
4/1/09,2009,4,April,0404,"Whey, Natural Milk",6765.5,5233,0.773483
4/1/09,2009,4,April,0405,"Butter, Fats, Milk",27.7,72,2.599278
4/1/09,2009,4,April,0406,Cheese And Curd,193.5,769,3.97416
5/1/09,2009,5,May,0401,Milk Not Concentrate,5969,6,0.001005
5/1/09,2009,5,May,0402,Milk Concentrated,1102.8,2036,1.84621
5/1/09,2009,5,May,0403,Buttermilk,5.3,23,4.339623
5/1/09,2009,5,May,0404,"Whey, Natural Milk",7933.7,6425,0.809837
5/1/09,2009,5,May,0405,"Butter, Fats, Milk",29.2,103,3.527397
5/1/09,2009,5,May,0406,Cheese And Curd,250.2,910,3.63709
6/1/09,2009,6,June,0401,Milk Not Concentrate,0,0,
6/1/09,2009,6,June,0402,Milk Concentrated,642.3,1209,1.882298
6/1/09,2009,6,June,0403,Buttermilk,1,27,27
6/1/09,2009,6,June,0404,"Whey, Natural Milk",8234.1,4813,0.58452
6/1/09,2009,6,June,0405,"Butter, Fats, Milk",18.9,47,2.486772
6/1/09,2009,6,June,0406,Cheese And Curd,174.6,644,3.688431
7/1/09,2009,7,July,0401,Milk Not Concentrate,0,0,
7/1/09,2009,7,July,0402,Milk Concentrated,406.2,766,1.885771
7/1/09,2009,7,July,0403,Buttermilk,1.7,7,4.117647
7/1/09,2009,7,July,0404,"Whey, Natural Milk",5654.7,4953,0.875909
7/1/09,2009,7,July,0405,"Butter, Fats, Milk",20,64,3.2
7/1/09,2009,7,July,0406,Cheese And Curd,131.8,507,3.846737
8/1/09,2009,8,August,0401,Milk Not Concentrate,0,0,
8/1/09,2009,8,August,0402,Milk Concentrated,436.4,854,1.95692
8/1/09,2009,8,August,0403,Buttermilk,27.8,62,2.230216
8/1/09,2009,8,August,0404,"Whey, Natural Milk",6872,5697,0.829016
8/1/09,2009,8,August,0405,"Butter, Fats, Milk",11.4,36,3.157895
8/1/09,2009,8,August,0406,Cheese And Curd,183.6,610,3.32244
9/1/09,2009,9,September,0401,Milk Not Concentrate,0,0,
9/1/09,2009,9,September,0402,Milk Concentrated,379.8,697,1.835176
9/1/09,2009,9,September,0403,Buttermilk,2.4,17,7.083333
9/1/09,2009,9,September,0404,"Whey, Natural Milk",7113,7354,1.033882
9/1/09,2009,9,September,0405,"Butter, Fats, Milk",16.6,57,3.433735
9/1/09,2009,9,September,0406,Cheese And Curd,206.1,733,3.556526
10/1/09,2009,10,October,0401,Milk Not Concentrate,71597,57,0.000796
10/1/09,2009,10,October,0402,Milk Concentrated,1599.7,3385,2.116022
10/1/09,2009,10,October,0403,Buttermilk,3.6,13,3.611111
10/1/09,2009,10,October,0404,"Whey, Natural Milk",9675,6840,0.706977
10/1/09,2009,10,October,0405,"Butter, Fats, Milk",50.2,134,2.669323
10/1/09,2009,10,October,0406,Cheese And Curd,76,293,3.855263
11/1/09,2009,11,November,0401,Milk Not Concentrate,0,0,
11/1/09,2009,11,November,0402,Milk Concentrated,809.2,1863,2.302274
11/1/09,2009,11,November,0403,Buttermilk,1.4,6,4.285714
11/1/09,2009,11,November,0404,"Whey, Natural Milk",8797.4,6446,0.732716
11/1/09,2009,11,November,0405,"Butter, Fats, Milk",6.4,24,3.75
11/1/09,2009,11,November,0406,Cheese And Curd,194,773,3.984536
12/1/09,2009,12,December,0401,Milk Not Concentrate,71855,57,0.000793
12/1/09,2009,12,December,0402,Milk Concentrated,241.9,798,3.298884
12/1/09,2009,12,December,0403,Buttermilk,25.8,58,2.248062
12/1/09,2009,12,December,0404,"Whey, Natural Milk",10030.3,9058,0.903064
12/1/09,2009,12,December,0405,"Butter, Fats, Milk",34.7,127,3.659942
12/1/09,2009,12,December,0406,Cheese And Curd,270.1,1137,4.209552
1/1/10,2010,1,January,0401,Milk Not Concentrate,73029,58,0.000794
1/1/10,2010,1,January,0402,Milk Concentrated,43.7,40,0.915332
1/1/10,2010,1,January,0403,Buttermilk,1.3,6,4.615385
1/1/10,2010,1,January,0404,"Whey, Natural Milk",9939.1,9036,0.909137
1/1/10,2010,1,January,0405,"Butter, Fats, Milk",3.7,14,3.783784
1/1/10,2010,1,January,0406,Cheese And Curd,207.2,879,4.242278
2/1/10,2010,2,February,0401,Milk Not Concentrate,81238,65,0.0008
2/1/10,2010,2,February,0402,Milk Concentrated,890,2130,2.393258
2/1/10,2010,2,February,0403,Buttermilk,13.1,31,2.366412
2/1/10,2010,2,February,0404,"Whey, Natural Milk",10175.9,9819,0.964927
2/1/10,2010,2,February,0405,"Butter, Fats, Milk",35.2,87,2.471591
2/1/10,2010,2,February,0406,Cheese And Curd,319.8,1275,3.986867
3/1/10,2010,3,March,0401,Milk Not Concentrate,0,0,
3/1/10,2010,3,March,0402,Milk Concentrated,1205.4,3133,2.599137
3/1/10,2010,3,March,0403,Buttermilk,1,8,8
3/1/10,2010,3,March,0404,"Whey, Natural Milk",10520,10085,0.95865
3/1/10,2010,3,March,0405,"Butter, Fats, Milk",30.1,118,3.920266
3/1/10,2010,3,March,0406,Cheese And Curd,233.5,967,4.141328
4/1/10,2010,4,April,0401,Milk Not Concentrate,0,0,
4/1/10,2010,4,April,0402,Milk Concentrated,1997.2,4881,2.443921
4/1/10,2010,4,April,0403,Buttermilk,66.3,222,3.348416
4/1/10,2010,4,April,0404,"Whey, Natural Milk",12599.5,11570,0.91829
4/1/10,2010,4,April,0405,"Butter, Fats, Milk",22.8,83,3.640351
4/1/10,2010,4,April,0406,Cheese And Curd,317.5,1158,3.647244
5/1/10,2010,5,May,0401,Milk Not Concentrate,0,0,
5/1/10,2010,5,May,0402,Milk Concentrated,1870.3,4887,2.61295
5/1/10,2010,5,May,0403,Buttermilk,28.2,237,8.404255
5/1/10,2010,5,May,0404,"Whey, Natural Milk",12273.2,11838,0.964541
5/1/10,2010,5,May,0405,"Butter, Fats, Milk",81.5,232,2.846626
5/1/10,2010,5,May,0406,Cheese And Curd,338.4,1405,4.151891
6/1/10,2010,6,June,0401,Milk Not Concentrate,5116,5,0.000977
6/1/10,2010,6,June,0402,Milk Concentrated,1154,2861,2.479203
6/1/10,2010,6,June,0403,Buttermilk,31,114,3.677419
6/1/10,2010,6,June,0404,"Whey, Natural Milk",7465.9,6649,0.890583
6/1/10,2010,6,June,0405,"Butter, Fats, Milk",19.3,71,3.678756
6/1/10,2010,6,June,0406,Cheese And Curd,241.3,980,4.061334
7/1/10,2010,7,July,0401,Milk Not Concentrate,4674,4,0.000856
7/1/10,2010,7,July,0402,Milk Concentrated,1096.8,2956,2.695113
7/1/10,2010,7,July,0403,Buttermilk,2.6,56,21.538462
7/1/10,2010,7,July,0404,"Whey, Natural Milk",5132.9,6497,1.265756
7/1/10,2010,7,July,0405,"Butter, Fats, Milk",43.3,88,2.032333
7/1/10,2010,7,July,0406,Cheese And Curd,136,558,4.102941
8/1/10,2010,8,August,0401,Milk Not Concentrate,4421,4,0.000905
8/1/10,2010,8,August,0402,Milk Concentrated,250.6,722,2.881085
8/1/10,2010,8,August,0403,Buttermilk,0,362,inf
8/1/10,2010,8,August,0404,"Whey, Natural Milk",9715.8,7359,0.757426
8/1/10,2010,8,August,0405,"Butter, Fats, Milk",6,24,4
8/1/10,2010,8,August,0406,Cheese And Curd,247.6,1005,4.058966
9/1/10,2010,9,September,0401,Milk Not Concentrate,0,0,
9/1/10,2010,9,September,0402,Milk Concentrated,1819.2,4961,2.727023
9/1/10,2010,9,September,0403,Buttermilk,1.2,6,5
9/1/10,2010,9,September,0404,"Whey, Natural Milk",12542.9,8922,0.711319
9/1/10,2010,9,September,0405,"Butter, Fats, Milk",35.5,168,4.732394
9/1/10,2010,9,September,0406,Cheese And Curd,208.4,858,4.117083
10/1/10,2010,10,October,0401,Milk Not Concentrate,6096,5,0.00082
10/1/10,2010,10,October,0402,Milk Concentrated,1449.6,3609,2.489652
10/1/10,2010,10,October,0403,Buttermilk,2.9,12,4.137931
10/1/10,2010,10,October,0404,"Whey, Natural Milk",12725.4,9265,0.728071
10/1/10,2010,10,October,0405,"Butter, Fats, Milk",13.6,50,3.676471
10/1/10,2010,10,October,0406,Cheese And Curd,157.7,751,4.762207
11/1/10,2010,11,November,0401,Milk Not Concentrate,8176,8,0.000978
11/1/10,2010,11,November,0402,Milk Concentrated,949.4,2713,2.857594
11/1/10,2010,11,November,0403,Buttermilk,44.2,104,2.352941
11/1/10,2010,11,November,0404,"Whey, Natural Milk",12135.9,9117,0.751242
11/1/10,2010,11,November,0405,"Butter, Fats, Milk",36,77,2.138889
11/1/10,2010,11,November,0406,Cheese And Curd,129.4,565,4.366306
12/1/10,2010,12,December,0401,Milk Not Concentrate,24435,23,0.000941
12/1/10,2010,12,December,0402,Milk Concentrated,2792.9,7626,2.730495
12/1/10,2010,12,December,0403,Buttermilk,1.3,165,126.923077
12/1/10,2010,12,December,0404,"Whey, Natural Milk",13798.3,14015,1.015705
12/1/10,2010,12,December,0405,"Butter, Fats, Milk",53.7,205,3.817505
12/1/10,2010,12,December,0406,Cheese And Curd,329.4,1507,4.574985
1/1/11,2011,1,January,0401,Milk Not Concentrate,0,0,
1/1/11,2011,1,January,0402,Milk Concentrated,1102.3,3039,2.756963
1/1/11,2011,1,January,0403,Buttermilk,0.3,3,10
1/1/11,2011,1,January,0404,"Whey, Natural Milk",10466.9,10008,0.956157
1/1/11,2011,1,January,0405,"Butter, Fats, Milk",8,32,4
1/1/11,2011,1,January,0406,Cheese And Curd,518.9,1912,3.684718
2/1/11,2011,2,February,0401,Milk Not Concentrate,0,0,
2/1/11,2011,2,February,0402,Milk Concentrated,671,1960,2.921013
2/1/11,2011,2,February,0403,Buttermilk,32.4,81,2.5
2/1/11,2011,2,February,0404,"Whey, Natural Milk",8110.3,6510,0.802683
2/1/11,2011,2,February,0405,"Butter, Fats, Milk",43.7,219,5.011442
2/1/11,2011,2,February,0406,Cheese And Curd,924.4,3660,3.959325
3/1/11,2011,3,March,0401,Milk Not Concentrate,28695,23,0.000802
3/1/11,2011,3,March,0402,Milk Concentrated,460,1272,2.765217
3/1/11,2011,3,March,0403,Buttermilk,1.6,348,217.5
3/1/11,2011,3,March,0404,"Whey, Natural Milk",11013.3,11940,1.084144
3/1/11,2011,3,March,0405,"Butter, Fats, Milk",6.3,27,4.285714
3/1/11,2011,3,March,0406,Cheese And Curd,353,1564,4.430595
4/1/11,2011,4,April,0401,Milk Not Concentrate,20228,16,0.000791
4/1/11,2011,4,April,0402,Milk Concentrated,1481.5,4834,3.262909
4/1/11,2011,4,April,0403,Buttermilk,3.1,298,96.129032
4/1/11,2011,4,April,0404,"Whey, Natural Milk",10027.7,9062,0.903697
4/1/11,2011,4,April,0405,"Butter, Fats, Milk",89.2,181,2.029148
4/1/11,2011,4,April,0406,Cheese And Curd,714.5,3042,4.257523
5/1/11,2011,5,May,0401,Milk Not Concentrate,0,0,
5/1/11,2011,5,May,0402,Milk Concentrated,1777.8,5743,3.230397
5/1/11,2011,5,May,0403,Buttermilk,30.9,70,2.265372
5/1/11,2011,5,May,0404,"Whey, Natural Milk",12841.3,13587,1.05807
5/1/11,2011,5,May,0405,"Butter, Fats, Milk",93.9,230,2.449414
5/1/11,2011,5,May,0406,Cheese And Curd,716.1,2927,4.087418
6/1/11,2011,6,June,0401,Milk Not Concentrate,24785,22,0.000888
6/1/11,2011,6,June,0402,Milk Concentrated,789.4,2738,3.468457
6/1/11,2011,6,June,0403,Buttermilk,1.9,721,379.473684
6/1/11,2011,6,June,0404,"Whey, Natural Milk",11511.6,12197,1.05954
6/1/11,2011,6,June,0405,"Butter, Fats, Milk",107.9,599,5.551437
6/1/11,2011,6,June,0406,Cheese And Curd,513.4,2126,4.141021
7/1/11,2011,7,July,0401,Milk Not Concentrate,42827,34,0.000794
7/1/11,2011,7,July,0402,Milk Concentrated,1610.8,5398,3.35113
7/1/11,2011,7,July,0403,Buttermilk,17.3,1412,81.618497
7/1/11,2011,7,July,0404,"Whey, Natural Milk",12769.3,14176,1.110163
7/1/11,2011,7,July,0405,"Butter, Fats, Milk",8.4,33,3.928571
7/1/11,2011,7,July,0406,Cheese And Curd,490.5,2190,4.464832
8/1/11,2011,8,August,0401,Milk Not Concentrate,115733,93,0.000804
8/1/11,2011,8,August,0402,Milk Concentrated,1011.4,3381,3.342891
8/1/11,2011,8,August,0403,Buttermilk,4.7,709,150.851064
8/1/11,2011,8,August,0404,"Whey, Natural Milk",15921.5,17914,1.125145
8/1/11,2011,8,August,0405,"Butter, Fats, Milk",31.2,160,5.128205
8/1/11,2011,8,August,0406,Cheese And Curd,381.8,1952,5.112624
9/1/11,2011,9,September,0401,Milk Not Concentrate,0,0,
9/1/11,2011,9,September,0402,Milk Concentrated,2743.3,9160,3.339044
9/1/11,2011,9,September,0403,Buttermilk,5.9,1985,336.440678
9/1/11,2011,9,September,0404,"Whey, Natural Milk",11308.1,14875,1.315429
9/1/11,2011,9,September,0405,"Butter, Fats, Milk",70.5,180,2.553191
9/1/11,2011,9,September,0406,Cheese And Curd,338.2,1755,5.189237
10/1/11,2011,10,October,0401,Milk Not Concentrate,47372,37,0.000781
10/1/11,2011,10,October,0402,Milk Concentrated,1335.2,4409,3.302127
10/1/11,2011,10,October,0403,Buttermilk,0.9,1775,1972.222222
10/1/11,2011,10,October,0404,"Whey, Natural Milk",14378.6,20156,1.401805
10/1/11,2011,10,October,0405,"Butter, Fats, Milk",5.4,20,3.703704
10/1/11,2011,10,October,0406,Cheese And Curd,492.9,2367,4.802191
11/1/11,2011,11,November,0401,Milk Not Concentrate,85792,96,0.001119
11/1/11,2011,11,November,0402,Milk Concentrated,1880.8,6264,3.330498
11/1/11,2011,11,November,0403,Buttermilk,4,1178,294.5
11/1/11,2011,11,November,0404,"Whey, Natural Milk",19916.9,27438,1.377624
11/1/11,2011,11,November,0405,"Butter, Fats, Milk",0,0,
11/1/11,2011,11,November,0406,Cheese And Curd,663.3,2971,4.47912
12/1/11,2011,12,December,0401,Milk Not Concentrate,65070,55,0.000845
12/1/11,2011,12,December,0402,Milk Concentrated,390.1,1193,3.05819
12/1/11,2011,12,December,0403,Buttermilk,0,1176,inf
12/1/11,2011,12,December,0404,"Whey, Natural Milk",13948.3,17730,1.271123
12/1/11,2011,12,December,0405,"Butter, Fats, Milk",38.9,68,1.748072
12/1/11,2011,12,December,0406,Cheese And Curd,570.6,2594,4.546092
1/1/12,2012,1,January,0401,Milk Not Concentrate,179462,176,0.000981
1/1/12,2012,1,January,0402,Milk Concentrated,1831.7,6075,3.316591
1/1/12,2012,1,January,0403,Buttermilk,11.6,1638,141.206897
1/1/12,2012,1,January,0404,"Whey, Natural Milk",8671.8,11520,1.328444
1/1/12,2012,1,January,0405,"Butter, Fats, Milk",0,0,
1/1/12,2012,1,January,0406,Cheese And Curd,690.7,2804,4.05965
2/1/12,2012,2,February,0401,Milk Not Concentrate,1608,4,0.002488
2/1/12,2012,2,February,0402,Milk Concentrated,760.7,2539,3.337715
2/1/12,2012,2,February,0403,Buttermilk,0.8,2218,2772.5
2/1/12,2012,2,February,0404,"Whey, Natural Milk",9069.1,11706,1.290757
2/1/12,2012,2,February,0405,"Butter, Fats, Milk",38.1,209,5.485564
2/1/12,2012,2,February,0406,Cheese And Curd,550.1,2365,4.299218
3/1/12,2012,3,March,0401,Milk Not Concentrate,209986,223,0.001062
3/1/12,2012,3,March,0402,Milk Concentrated,774.1,2613,3.375533
3/1/12,2012,3,March,0403,Buttermilk,1.1,1041,946.363636
3/1/12,2012,3,March,0404,"Whey, Natural Milk",13197,15847,1.200803
3/1/12,2012,3,March,0405,"Butter, Fats, Milk",19,69,3.631579
3/1/12,2012,3,March,0406,Cheese And Curd,794.9,3216,4.045792
4/1/12,2012,4,April,0401,Milk Not Concentrate,26718,20,0.000749
4/1/12,2012,4,April,0402,Milk Concentrated,2688.5,7266,2.702622
4/1/12,2012,4,April,0403,Buttermilk,16.3,1299,79.693252
4/1/12,2012,4,April,0404,"Whey, Natural Milk",11454.9,14614,1.275786
4/1/12,2012,4,April,0405,"Butter, Fats, Milk",0,0,
4/1/12,2012,4,April,0406,Cheese And Curd,691.7,2927,4.231603
5/1/12,2012,5,May,0401,Milk Not Concentrate,246128,256,0.00104
5/1/12,2012,5,May,0402,Milk Concentrated,2195.2,6368,2.900875
5/1/12,2012,5,May,0403,Buttermilk,17.7,3134,177.062147
5/1/12,2012,5,May,0404,"Whey, Natural Milk",14609.6,16182,1.107628
5/1/12,2012,5,May,0405,"Butter, Fats, Milk",37.4,134,3.582888
5/1/12,2012,5,May,0406,Cheese And Curd,1024.9,4160,4.058933
6/1/12,2012,6,June,0401,Milk Not Concentrate,83979,72,0.000857
6/1/12,2012,6,June,0402,Milk Concentrated,3500.4,8403,2.400583
6/1/12,2012,6,June,0403,Buttermilk,15,27,1.8
6/1/12,2012,6,June,0404,"Whey, Natural Milk",13408.2,13344,0.995212
6/1/12,2012,6,June,0405,"Butter, Fats, Milk",28.8,114,3.958333
6/1/12,2012,6,June,0406,Cheese And Curd,904.6,3662,4.048198
7/1/12,2012,7,July,0401,Milk Not Concentrate,141773,113,0.000797
7/1/12,2012,7,July,0402,Milk Concentrated,672.5,2093,3.112268
7/1/12,2012,7,July,0403,Buttermilk,0.7,455,650
7/1/12,2012,7,July,0404,"Whey, Natural Milk",14143.8,13056,0.92309
7/1/12,2012,7,July,0405,"Butter, Fats, Milk",19.4,114,5.876289
7/1/12,2012,7,July,0406,Cheese And Curd,909.4,3661,4.025731
8/1/12,2012,8,August,0401,Milk Not Concentrate,120575,98,0.000813
8/1/12,2012,8,August,0402,Milk Concentrated,1313.2,3190,2.429181
8/1/12,2012,8,August,0403,Buttermilk,4.8,735,153.125
8/1/12,2012,8,August,0404,"Whey, Natural Milk",14036.5,14666,1.044847
8/1/12,2012,8,August,0405,"Butter, Fats, Milk",48.3,85,1.759834
8/1/12,2012,8,August,0406,Cheese And Curd,947.6,3737,3.943647
9/1/12,2012,9,September,0401,Milk Not Concentrate,94887,90,0.000948
9/1/12,2012,9,September,0402,Milk Concentrated,775.4,1751,2.258189
9/1/12,2012,9,September,0403,Buttermilk,1.2,455,379.166667
9/1/12,2012,9,September,0404,"Whey, Natural Milk",17154.8,18149,1.057955
9/1/12,2012,9,September,0405,"Butter, Fats, Milk",14,79,5.642857
9/1/12,2012,9,September,0406,Cheese And Curd,584.9,2503,4.279364
10/1/12,2012,10,October,0401,Milk Not Concentrate,77572,71,0.000915
10/1/12,2012,10,October,0402,Milk Concentrated,1149,1497,1.302872
10/1/12,2012,10,October,0403,Buttermilk,20.8,68,3.269231
10/1/12,2012,10,October,0404,"Whey, Natural Milk",14460.5,15934,1.101898
10/1/12,2012,10,October,0405,"Butter, Fats, Milk",25.7,140,5.447471
10/1/12,2012,10,October,0406,Cheese And Curd,698,2995,4.290831
11/1/12,2012,11,November,0401,Milk Not Concentrate,90370,103,0.00114
11/1/12,2012,11,November,0402,Milk Concentrated,892,1254,1.40583
11/1/12,2012,11,November,0403,Buttermilk,5.8,491,84.655172
11/1/12,2012,11,November,0404,"Whey, Natural Milk",12020.8,14525,1.208322
11/1/12,2012,11,November,0405,"Butter, Fats, Milk",0,0,
